BIN,HOUSE_NUMBER,STREET_NAME,ZIP,COMM_DISTRICT,BOROUGH,HPD_VIOLATIONS,DOB_VIOLATIONS,TOTAL_VIOLATIONS,DWELLING_UNITS,VIO_UNITS_RATIO,LATITUDE_POINT_Y,LONGITUDE_POINT_X
1001461,20,WARREN STREET,10007,101,Manhattan,17,5,22,4,5.5,40.7142906188965,-74.007682800293
1001490,160,CHAMBERS STREET,10007,101,Manhattan,12,0,12,4,3.0,40.7158088684082,-74.010368347168
1001511,13,HUDSON STREET,10013,101,Manhattan,11,3,14,4,3.5,40.7164611816406,-74.009391784668
1001586,111,READE STREET,10013,101,Manhattan,0,18,18,4,4.5,40.7157516479492,-74.0086975097656
1003097,189,HESTER STREET,10013,102,Manhattan,3,32,35,8,4.375,40.7182312011719,-73.9976425170898
1003500,54,EAST BROADWAY,10002,103,Manhattan,46,10,56,8,7.0,40.713809967041,-73.9955062866211
1003535,105,EAST BROADWAY,10002,103,Manhattan,43,0,43,3,14.333333,40.7136001586914,-73.9930877685547
1004117,175,STANTON STREET,10002,103,Manhattan,50,0,50,8,6.25,40.7199592590332,-73.9842834472656
1004360,298,EAST 3 STREET,10009,103,Manhattan,110,0,110,9,12.222222,40.7210006713867,-73.979606628418
1004440,738,EAST 6 STREET,10009,103,Manhattan,46,0,46,11,4.181818,40.722728729248,-73.9779434204102
1004567,9,AVENUE B,10009,103,Manhattan,56,0,56,8,7.0,40.7216796875,-73.9833908081055
1004610,37,AVENUE B,10009,103,Manhattan,27,0,27,6,4.5,40.7226905822754,-73.9826278686523
1005581,276,GRAND STREET,10002,103,Manhattan,5,24,29,6,4.833333,40.7180290222168,-73.9926681518555
1005585,120,FORSYTH STREET,10002,103,Manhattan,57,0,57,18,3.166666,40.719181060791,-73.9921264648438
1005694,157,CHRYSTIE STREET,10002,103,Manhattan,35,0,35,6,5.833333,40.7204895019531,-73.993049621582
1005814,91,EAST    7 STREET,10009,103,Manhattan,12,2,14,4,3.5,40.7269706726074,-73.9854431152344
1005896,158,1 AVENUE,10009,103,Manhattan,31,7,38,11,3.454545,40.7284393310547,-73.9843063354492
1005898,162,1 AVENUE,10009,103,Manhattan,31,3,34,6,5.666666,40.7285804748535,-73.9842834472656
1005994,444,EAST 13 STREET,10009,103,Manhattan,56,0,56,15,3.733333,40.7297401428223,-73.9814834594727
1006021,219,AVENUE A,10009,103,Manhattan,6,60,66,11,6.0,40.7301902770996,-73.9808578491211
1006074,43,EAST 1 STREET,10003,103,Manhattan,48,11,59,10,5.9,40.7237281799316,-73.9900436401367
1006383,79,ST MARKS PLACE,10003,103,Manhattan,46,0,46,10,4.6,40.7278900146484,-73.9855575561523
1006455,163,1 AVENUE,10003,103,Manhattan,49,0,49,4,12.25,40.7290115356445,-73.9846878051758
1006515,324,EAST   14 STREET,10003,103,Manhattan,2,45,47,15,3.133333,40.7316703796387,-73.9840927124023
1006594,75,2 AVENUE,10003,103,Manhattan,0,41,41,4,10.25,40.7265892028809,-73.9895401000977
1006746,141,2 AVENUE,10003,103,Manhattan,61,6,67,20,3.35,40.7291793823242,-73.9876022338867
1007074,62,GRAND STREET,10013,102,Manhattan,16,1,17,3,5.666666,40.7223701477051,-74.0032577514648
1007481,24,PRINCE STREET,10012,102,Manhattan,82,2,84,8,10.5,40.7226905822754,-73.9946517944336
1007496,231,MOTT STREET,10012,102,Manhattan,41,4,45,9,5.0,40.7226409912109,-73.9953384399414
1007853,248,ELIZABETH STREET,10012,102,Manhattan,24,6,30,10,3.0,40.7234916687012,-73.9935989379883
1008199,4,BLEECKER STREET,10012,102,Manhattan,12,7,19,5,3.8,40.7252311706543,-73.9927062988281
1010282,14,GAY STREET,10014,102,Manhattan,24,5,29,7,4.142857,40.7336502075195,-74.0005569458008
1011161,200,WEST 10 STREET,10014,102,Manhattan,15,12,27,4,6.75,40.7339210510254,-74.0038070678711
1012805,406,WEST 25 STREET,10001,104,Manhattan,85,2,87,21,4.142857,40.7478103637695,-74.0010528564453
1012878,452,WEST 36 STREET,10018,104,Manhattan,67,1,68,20,3.4,40.7554397583008,-73.9977569580078
1013373,360,WEST 23 STREET,10011,104,Manhattan,22,0,22,4,5.5,40.7460517883301,-74.0009765625
1013980,152,7 AVENUE,10011,104,Manhattan,34,0,34,6,5.666666,40.7418594360352,-73.9976501464844
1014113,229,WEST 22 STREET,10011,104,Manhattan,71,0,71,8,8.875,40.7439994812012,-73.9969024658203
1014295,208,WEST 30 STREET,10001,105,Manhattan,55,31,86,6,14.333333,40.7485694885254,-73.9932479858398
1015015,763,6 AVENUE,10010,104,Manhattan,10,0,10,3,3.333333,40.7445793151855,-73.9919128417969
1015054,154,WEST 27 STREET,10001,105,Manhattan,36,0,36,12,3.0,40.7460784912109,-73.9931335449219
1015064,145,WEST 27 STREET,10001,105,Manhattan,61,3,64,10,6.4,40.746410369873,-73.9927062988281
1015092,136,WEST 28 STREET,10001,105,Manhattan,197,4,201,22,9.136363,40.7465209960938,-73.9922332763672
1015810,23,WEST 31 STREET,10001,105,Manhattan,20,1,21,4,5.25,40.7472686767578,-73.9871063232422
1016986,15,EAST 31 STREET,10016,105,Manhattan,50,0,50,3,16.666666,40.7462882995605,-73.9848022460938
1025018,334,WEST 46 STREET,10036,104,Manhattan,13,0,13,3,4.333333,40.7601509094238,-73.9893798828125
1025089,343,WEST 47 STREET,10036,104,Manhattan,0,13,13,4,3.25,40.7613792419434,-73.9891967773438
1026425,440,WEST 45 STREET,10036,104,Manhattan,52,0,52,17,3.058823,40.7609481811523,-73.9932327270508
1026461,410,WEST 46 STREET,10036,104,Manhattan,51,3,54,15,3.6,40.7611083984375,-73.9916610717773
1026602,703,9 AVENUE,10019,104,Manhattan,61,0,61,17,3.588235,40.7625312805176,-73.9900512695313
1026618,432,WEST   49 STREET,10019,104,Manhattan,34,0,34,10,3.4,40.7632904052734,-73.9909973144531
1028735,54,WEST 75 STREET,10023,107,Manhattan,19,12,31,10,3.1,40.7789001464844,-73.9768829345703
1029783,122,WEST 71 STREET,10023,107,Manhattan,31,0,31,10,3.1,40.7769088745117,-73.9802932739258
1031551,53,WEST 89 STREET,10024,107,Manhattan,33,8,41,10,4.1,40.7881698608398,-73.9695892333984
1032075,104,WEST 83 STREET,10024,107,Manhattan,63,2,65,18,3.611111,40.7845611572266,-73.9742431640625
1032121,158,WEST   84 STREET,10024,107,Manhattan,97,0,97,20,4.85,40.7859306335449,-73.9755401611328
1032123,162,WEST 84 STREET,10024,107,Manhattan,33,0,33,5,6.6,40.7861404418945,-73.9757614135742
1033649,698,AMSTERDAM AVENUE,10025,107,Manhattan,105,1,106,13,8.153846,40.7927093505859,-73.9717636108398
1033650,200,WEST 94 STREET,10025,107,Manhattan,48,3,51,13,3.923076,40.792781829834,-73.9717025756836
1034259,24,WEST 46 STREET,10036,105,Manhattan,6,6,12,3,4.0,40.7563896179199,-73.9804611206055
1038231,245,EAST 49 STREET,10017,106,Manhattan,0,10,10,3,3.333333,40.7546882629395,-73.9694519042969
1038476,981,2 AVENUE,10022,106,Manhattan,32,17,49,5,9.8,40.7561492919922,-73.9679412841797
1039480,312,EAST 50 STREET,10022,106,Manhattan,45,0,45,4,11.25,40.754451751709,-73.9680862426758
1044110,1481,2 AVENUE,10075,108,Manhattan,102,8,110,12,9.166666,40.7723693847656,-73.9561386108398
1045161,1460,2 AVENUE,10075,108,Manhattan,23,0,23,6,3.833333,40.7714881896973,-73.9560165405273
1045225,1496,2 AVENUE,10075,108,Manhattan,28,1,29,8,3.625,40.7724418640137,-73.9553527832031
1045314,1134,1 AVENUE,10065,108,Manhattan,25,3,28,8,3.5,40.761589050293,-73.9601669311523
1045917,1444,1 AVENUE,10021,108,Manhattan,21,0,21,7,3.0,40.7697410583496,-73.9542465209961
1046666,23,EAST 81 STREET,10028,108,Manhattan,35,0,35,8,4.375,40.778018951416,-73.9614868164063
1048057,1566,3 AVENUE,10128,108,Manhattan,48,4,52,8,6.5,40.7801513671875,-73.9533767700195
1048093,168,EAST   89 STREET,10128,108,Manhattan,30,0,30,4,7.5,40.780818939209,-73.9533004760742
1048391,179,EAST   93 STREET,10128,108,Manhattan,59,1,60,16,3.75,40.7837905883789,-73.9514083862305
1049236,210,EAST 95 STREET,10128,108,Manhattan,52,0,52,15,3.466666,40.7840003967285,-73.9492034912109
1049952,1626,2 AVENUE,10028,108,Manhattan,38,4,42,8,5.25,40.776611328125,-73.9523086547852
1051803,197,EAST 100 STREET,10029,111,Manhattan,49,0,49,8,6.125,40.7879791259766,-73.9477005004883
1051935,168,EAST 104 STREET,10029,111,Manhattan,25,0,25,8,3.125,40.7904891967773,-73.9467468261719
1051972,168,EAST 105 STREET,10029,111,Manhattan,27,0,27,4,6.75,40.7910194396973,-73.9460525512695
1052063,1700,LEXINGTON AVENUE,10029,111,Manhattan,10,0,10,3,3.333333,40.7926902770996,-73.9462585449219
1052115,1970,3 AVENUE,10029,111,Manhattan,12,12,24,8,3.0,40.7932281494141,-73.9438705444336
1052200,160,EAST 111 STREET,10029,111,Manhattan,18,0,18,4,4.5,40.7950706481934,-73.9436569213867
1052247,171,EAST 115 STREET,10029,111,Manhattan,66,0,66,8,8.25,40.797779083252,-73.9412002563477
1052262,1863,LEXINGTON AVENUE,10029,111,Manhattan,43,2,45,12,3.75,40.7983207702637,-73.9416427612305
1052270,112,EAST  116 STREET,10029,111,Manhattan,34,0,34,10,3.4,40.7987594604492,-73.9426803588867
1052271,110,EAST  116 STREET,10029,111,Manhattan,35,0,35,11,3.181818,40.7988014221191,-73.942756652832
1052272,108,EAST 116 STREET,10029,111,Manhattan,41,0,41,11,3.727272,40.798828125,-73.9428329467773
1052463,245,EAST 110 STREET,10029,111,Manhattan,167,1,168,30,5.6,40.7936210632324,-73.9410171508789
1052467,2145,2 AVENUE,10029,111,Manhattan,1,36,37,8,4.625,40.7935218811035,-73.9406661987305
1052837,2121,1 AVENUE,10029,111,Manhattan,39,2,41,6,6.833333,40.7917709350586,-73.9388580322266
1052924,322,EAST 116 STREET,10029,111,Manhattan,74,0,74,3,24.666666,40.7963218688965,-73.9368896484375
1053056,432,EAST 116 STREET,10029,111,Manhattan,77,1,78,11,7.090909,40.7952613830566,-73.9343795776367
1053109,413,EAST 117 STREET,10035,111,Manhattan,32,0,32,10,3.2,40.7966003417969,-73.9341201782227
1053181,73,WEST 118 STREET,10026,110,Manhattan,46,1,47,10,4.7,40.8031616210938,-73.9477386474609
1053388,242,LENOX AVENUE,10027,110,Manhattan,46,3,49,15,3.266666,40.8058280944824,-73.946403503418
1053398,22,MOUNT MORRIS PARK WEST,10027,110,Manhattan,72,1,73,22,3.318181,40.805419921875,-73.945442199707
1053715,33,WEST 128 STREET,10027,110,Manhattan,0,28,28,7,4.0,40.8090782165527,-73.9420394897461
1053769,73,WEST 130 STREET,10037,110,Manhattan,37,0,37,9,4.111111,40.8108711242676,-73.9427185058594
1054095,51,EAST 126 STREET,10035,111,Manhattan,23,12,35,7,5.0,40.8062591552734,-73.939208984375
1054207,2081,5 AVENUE,10035,111,Manhattan,54,3,57,5,11.4,40.8084182739258,-73.9404296875
1054246,2056,MADISON AVENUE,10035,111,Manhattan,15,0,15,3,5.0,40.808910369873,-73.9386367797852
1054328,2093,MADISON AVENUE,10037,111,Manhattan,101,0,101,20,5.05,40.8098793029785,-73.9372711181641
1054342,2153,5 AVENUE,10037,111,Manhattan,59,0,59,10,5.9,40.8104209899902,-73.9389495849609
1054423,100,EAST 123 STREET,10035,111,Manhattan,35,0,35,10,3.5,40.8034591674805,-73.9398803710938
1054553,246,EAST 119 STREET,10035,111,Manhattan,33,0,33,10,3.3,40.7989196777344,-73.9369812011719
1054648,2411,2 AVENUE,10035,111,Manhattan,46,0,46,10,4.6,40.8019790649414,-73.9345321655273
1054662,221,EAST 124 STREET,10035,111,Manhattan,30,0,30,10,3.0,40.8028297424316,-73.9352569580078
1054710,329,EAST 118 STREET,10035,111,Manhattan,32,1,33,4,8.25,40.7979507446289,-73.9353866577148
1054738,311,EAST  119 STREET,10035,111,Manhattan,1,18,19,4,4.75,40.7988700866699,-73.9356231689453
1054758,348,EAST 120 STREET,10035,111,Manhattan,40,0,40,10,4.0,40.7985916137695,-73.934196472168
1054846,2310,1 AVENUE,10035,111,Manhattan,30,0,30,8,3.75,40.7975311279297,-73.9338989257813
1054858,406,EAST  119 STREET,10035,111,Manhattan,51,0,51,10,5.1,40.7976303100586,-73.9336776733398
1054981,123,WEST 112 STREET,10026,110,Manhattan,36,5,41,12,3.416666,40.8001403808594,-73.9528503417969
1055008,60,ST NICHOLAS AVENUE,10026,110,Manhattan,226,9,235,53,4.433962,40.8008003234863,-73.9521636962891
1055020,102,WEST 114 STREET,10026,110,Manhattan,19,0,19,5,3.8,40.8007392883301,-73.9512786865234
1055057,1917,7 AVENUE,10026,110,Manhattan,100,0,100,31,3.225806,40.8028602600098,-73.952278137207
1055291,8,MANHATTAN AVENUE,10025,107,Manhattan,70,0,70,19,3.68421,40.7949905395508,-73.9637985229492
1055306,10,MANHATTAN AVENUE,10025,107,Manhattan,163,2,165,42,3.928571,40.7951583862305,-73.9636764526367
1055477,7,WEST 103 STREET,10025,107,Manhattan,61,4,65,13,5.0,40.7965812683105,-73.9619827270508
1055820,312,WEST  114 STREET,10026,110,Manhattan,95,4,99,25,3.96,40.8033294677734,-73.9574127197266
1055821,320,MANHATTAN AVENUE,10026,110,Manhattan,171,0,171,54,3.166666,40.8034210205078,-73.9576416015625
1056065,256,WEST 97 STREET,10025,107,Manhattan,0,198,198,93,2.129032,40.7955093383789,-73.9723129272461
1056706,215,WEST  109 STREET,10025,107,Manhattan,96,0,96,25,3.84,40.8029594421387,-73.9651412963867
1056906,515,WEST 110 STREET,10025,109,Manhattan,229,21,250,91,2.747252,40.8036613464355,-73.9647521972656
1057492,101,WEST 118 STREET,10026,110,Manhattan,70,0,70,13,5.384615,40.8036003112793,-73.9490432739258
1057558,191,LENOX AVENUE,10026,110,Manhattan,24,0,24,4,6.0,40.8044509887695,-73.9483871459961
1057560,197,LENOX AVENUE,10026,110,Manhattan,124,0,124,10,12.4,40.8045883178711,-73.9482879638672
1057688,231,LENOX AVENUE,10027,110,Manhattan,0,46,46,3,15.333333,40.8056983947754,-73.9474716186523
1057699,2035,7 AVENUE,10027,110,Manhattan,63,1,64,16,4.0,40.8067016601563,-73.9494934082031
1057803,144,WEST  124 STREET,10027,110,Manhattan,43,0,43,9,4.777777,40.8076210021973,-73.9478073120117
1057804,146,WEST  124 STREET,10027,110,Manhattan,46,2,48,11,4.363636,40.8076515197754,-73.9478988647461
1057959,136,WEST 129 STREET,10027,110,Manhattan,17,0,17,4,4.25,40.8107414245605,-73.9452209472656
1058117,158,WEST 132 STREET,10027,110,Manhattan,43,0,43,8,5.375,40.8128089904785,-73.9443283081055
1058118,162,WEST 132 STREET,10027,110,Manhattan,124,15,139,12,11.583333,40.812858581543,-73.9444580078125
1058263,185,WEST 135 STREET,10030,110,Manhattan,24,0,24,5,4.8,40.8152885437012,-73.9429397583008
1058291,158,WEST 136 STREET,10030,110,Manhattan,34,0,34,10,3.4,40.8154106140137,-73.9424514770508
1058370,243,WEST 116 STREET,10026,110,Manhattan,54,0,54,15,3.6,40.8042984008789,-73.9543533325195
1058408,2190,8 AVENUE,10026,110,Manhattan,24,0,24,8,3.0,40.8057098388672,-73.9540710449219
1058413,277,WEST 118 STREET,10026,110,Manhattan,46,0,46,10,4.6,40.8056716918945,-73.9536819458008
1058415,273,WEST 118 STREET,10026,110,Manhattan,36,0,36,10,3.6,40.8055992126465,-73.9535293579102
1058427,200,WEST 119 STREET,10026,110,Manhattan,78,10,88,9,9.777777,40.8052215576172,-73.9515762329102
1058437,2198,8 AVENUE,10026,110,Manhattan,26,0,26,8,3.25,40.8059501647949,-73.9538879394531
1058485,208,ST NICHOLAS AVENUE,10027,110,Manhattan,72,7,79,17,4.647058,40.807201385498,-73.95263671875
1058491,222,ST NICHOLAS AVENUE,10027,110,Manhattan,35,2,37,9,4.111111,40.8076400756836,-73.9525985717773
1058513,2022,7 AVENUE,10027,110,Manhattan,59,0,59,16,3.6875,40.8067016601563,-73.9504776000977
1058515,2034,7 AVENUE,10027,110,Manhattan,147,3,150,57,2.631578,40.8070106506348,-73.9502563476563
1058759,268,WEST 132 STREET,10027,110,Manhattan,31,0,31,7,4.428571,40.8140983581543,-73.947380065918
1058821,2500,8 AVENUE,10030,110,Manhattan,28,1,29,9,3.222222,40.8154792785645,-73.946891784668
1058886,213,WEST  135 STREET,10030,110,Manhattan,34,4,38,11,3.454545,40.8159599304199,-73.9445190429688
1058888,209,WEST 135 STREET,10030,110,Manhattan,32,10,42,5,8.4,40.8158912658691,-73.9443588256836
1058893,2302,7 AVENUE,10030,110,Manhattan,53,0,53,8,6.625,40.8156700134277,-73.9439392089844
1059163,63,MORNINGSIDE AVENUE,10027,110,Manhattan,143,32,175,10,17.5,40.8083992004395,-73.9557723999023
1059320,377,WEST 125 STREET,10027,109,Manhattan,9,0,9,3,3.0,40.811408996582,-73.9534912109375
1059358,366,WEST 127 STREET,10027,109,Manhattan,38,0,38,8,4.75,40.8121910095215,-73.9525375366211
1059363,376,WEST 127 STREET,10027,109,Manhattan,31,0,31,10,3.1,40.8124809265137,-73.9529495239258
1059459,488,ST NICHOLAS AVENUE,10030,110,Manhattan,48,0,48,15,3.2,40.816650390625,-73.9478607177734
1059613,41,ST NICHOLAS TERRACE,10027,109,Manhattan,173,1,174,72,2.416666,40.8138694763184,-73.9514999389648
1059624,1437,AMSTERDAM AVENUE,10027,109,Manhattan,41,0,41,13,3.153846,40.8163299560547,-73.9537124633789
1059634,1473,AMSTERDAM AVENUE,10027,109,Manhattan,34,0,34,9,3.777777,40.817268371582,-73.9530792236328
1059701,1350,AMSTERDAM AVENUE,10027,109,Manhattan,146,0,146,16,9.125,40.8140602111816,-73.9560470581055
1059703,504,WEST 126 STREET,10027,109,Manhattan,81,0,81,18,4.5,40.814208984375,-73.9561309814453
1059792,509,WEST 135 STREET,10031,109,Manhattan,51,1,52,15,3.466666,40.8194694519043,-73.9528503417969
1059808,528,WEST 136 STREET,10031,109,Manhattan,106,7,113,37,3.054054,40.8201789855957,-73.9537734985352
1059958,601,WEST 135 STREET,10031,109,Manhattan,216,8,224,45,4.977777,40.8205108642578,-73.9553375244141
1059968,620,WEST 137 STREET,10031,109,Manhattan,91,1,92,25,3.68,40.8218193054199,-73.9557113647461
1059970,590,RIVERSIDE DRIVE,10031,109,Manhattan,80,2,82,40,2.05,40.821720123291,-73.9562530517578
1059974,615,WEST 136 STREET,10031,109,Manhattan,119,0,119,21,5.666666,40.8213691711426,-73.955436706543
1059998,111,WEST  137 STREET,10030,110,Manhattan,65,0,65,18,3.611111,40.8159484863281,-73.9406280517578
1060186,133,WEST 145 STREET,10039,110,Manhattan,70,29,99,29,3.413793,40.8211708068848,-73.9372406005859
1060377,210,WEST 140 STREET,10030,110,Manhattan,128,0,128,18,7.111111,40.8187408447266,-73.942626953125
1060408,215,WEST  140 STREET,10030,110,Manhattan,71,0,71,15,4.733333,40.8191413879395,-73.9423828125
1060413,2400,7 AVENUE,10030,110,Manhattan,262,17,279,54,5.166666,40.8188209533691,-73.9416427612305
1060455,203,WEST 144 STREET,10030,110,Manhattan,95,0,95,28,3.392857,40.8214111328125,-73.9400634765625
1060473,247,WEST 145 STREET,10039,110,Manhattan,143,8,151,41,3.682926,40.822811126709,-73.9411163330078
1060475,239,WEST 145 STREET,10039,110,Manhattan,98,3,101,41,2.463414,40.8226699829102,-73.940788269043
1060479,223,WEST 145 STREET,10039,110,Manhattan,67,0,67,16,4.1875,40.8224105834961,-73.9401931762695
1060498,269,WEST 146 STREET,10039,110,Manhattan,78,0,78,20,3.9,40.8234100341797,-73.9406204223633
1060510,2530,7 AVENUE,10039,110,Manhattan,84,0,84,9,9.333333,40.8227996826172,-73.938720703125
1060511,210,WEST 147 STREET,10039,110,Manhattan,85,6,91,41,2.219512,40.8232116699219,-73.9393768310547
1060536,2546,7 AVENUE,10039,110,Manhattan,59,0,59,17,3.470588,40.8234100341797,-73.9382934570313
1060574,220,WEST 149 STREET,10039,110,Manhattan,86,0,86,24,3.583333,40.8245391845703,-73.9386520385742
1060617,2890,8 AVENUE,10039,110,Manhattan,175,1,176,42,4.190476,40.8279609680176,-73.9377670288086
1060674,306,WEST 139 STREET,10030,110,Manhattan,13,0,13,3,4.333333,40.8190803527832,-73.9453582763672
1060752,300,WEST 142 STREET,10030,110,Manhattan,65,0,65,13,5.0,40.8209495544434,-73.9437026977539
1060854,301,WEST 150 STREET,10039,110,Manhattan,312,9,321,44,7.295454,40.8263282775879,-73.9397964477539
1060875,2853,8 AVENUE,10039,110,Manhattan,119,4,123,49,2.510204,40.8277893066406,-73.9388427734375
1060996,45,HAMILTON TERRACE,10031,109,Manhattan,31,0,31,9,3.444444,40.8227615356445,-73.9461898803711
1061188,76,ST NICHOLAS PLACE,10032,109,Manhattan,309,26,335,31,10.806451,40.8293914794922,-73.9404373168945
1061189,66,ST NICHOLAS PLACE,10032,109,Manhattan,170,16,186,85,2.188235,40.8291206359863,-73.9406433105469
1061246,1661,AMSTERDAM AVENUE,10031,109,Manhattan,62,78,140,8,17.5,40.8234214782715,-73.9486770629883
1061295,468,WEST 144 STREET,10031,109,Manhattan,89,6,95,11,8.636363,40.8241806030273,-73.9477920532227
1061298,474,WEST 144 STREET,10031,109,Manhattan,46,0,46,10,4.6,40.8242492675781,-73.9479522705078
1061352,717,ST NICHOLAS AVENUE,10031,109,Manhattan,32,0,32,9,3.555555,40.8246383666992,-73.9447326660156
1061364,454,WEST 146 STREET,10031,109,Manhattan,30,0,30,10,3.0,40.8252296447754,-73.9461135864258
1061492,453,WEST 148 STREET,10031,109,Manhattan,41,0,41,8,5.125,40.8269195556641,-73.945068359375
1061584,400,WEST 151 STREET,10031,109,Manhattan,48,1,49,10,4.9,40.8280487060547,-73.9428634643555
1061586,471,CONVENT AVENUE,10031,109,Manhattan,24,0,24,3,8.0,40.8280601501465,-73.9432373046875
1061807,504,WEST  142 STREET,10031,109,Manhattan,25,0,25,8,3.125,40.8235816955566,-73.9501876831055
1061866,516,WEST  143 STREET,10031,109,Manhattan,94,0,94,38,2.473684,40.8244094848633,-73.9502563476563
1061905,533,WEST 144 STREET,10031,109,Manhattan,18,2,20,5,4.0,40.8252716064453,-73.9492034912109
1061923,535,WEST 144 STREET,10031,109,Manhattan,15,0,15,5,3.0,40.8252906799316,-73.9492492675781
1061930,533,WEST 145 STREET,10031,109,Manhattan,60,0,60,15,4.0,40.8262405395508,-73.9492721557617
1061931,531,WEST 145 STREET,10031,109,Manhattan,129,0,129,13,9.923076,40.8261985778809,-73.9491729736328
1061947,506,WEST 146 STREET,10031,109,Manhattan,109,12,121,18,6.722222,40.8259391784668,-73.9477920532227
1062014,3600,BROADWAY,10031,109,Manhattan,54,4,58,19,3.052631,40.8283081054688,-73.9485626220703
1062020,539,WEST 148 STREET,10031,109,Manhattan,43,0,43,6,7.166666,40.8279914855957,-73.9476089477539
1062022,535,WEST 148 STREET,10031,109,Manhattan,33,1,34,9,3.777777,40.8279304504395,-73.9474868774414
1062076,556,WEST 149 STREET,10031,109,Manhattan,63,0,63,9,7.0,40.8283996582031,-73.9478073120117
1062172,521,WEST 150 STREET,10031,109,Manhattan,162,0,162,10,16.2,40.8290214538574,-73.9461898803711
1062173,515,WEST 150 STREET,10031,109,Manhattan,45,1,46,8,5.75,40.8289604187012,-73.9460296630859
1062318,613,WEST 140 STREET,10031,109,Manhattan,143,6,149,47,3.170212,40.8239097595215,-73.953742980957
1062323,620,WEST 141 STREET,10031,109,Manhattan,113,5,118,47,2.510638,40.8241691589355,-73.9535522460938
1062353,627,WEST 142 STREET,10031,109,Manhattan,25,0,25,8,3.125,40.8252296447754,-73.9529876708984
1062535,471,WEST 159 STREET,10032,112,Manhattan,35,0,35,11,3.181818,40.8337898254395,-73.9399795532227
1062599,425,WEST 162 STREET,10032,112,Manhattan,86,0,86,10,8.6,40.8353691101074,-73.9381713867188
1062647,470,WEST 166 STREET,10032,112,Manhattan,121,13,134,21,6.380952,40.8382301330566,-73.9377136230469
1062662,2153,AMSTERDAM AVENUE,10032,112,Manhattan,91,17,108,23,4.695652,40.8387908935547,-73.9373016357422
1062752,538,WEST 159 STREET,10032,112,Manhattan,49,5,54,10,5.4,40.8346405029297,-73.9429626464844
1062785,560,WEST 160 STREET,10032,112,Manhattan,65,2,67,21,3.190476,40.83544921875,-73.9429473876953
1062917,531,WEST 162 STREET,10032,112,Manhattan,140,1,141,11,12.818181,40.8367385864258,-73.9409790039063
1062932,546,WEST 165 STREET,10032,112,Manhattan,105,0,105,6,17.5,40.8385314941406,-73.9405136108398
1063043,551,WEST 170 STREET,10032,112,Manhattan,188,28,216,44,4.90909,40.8420104980469,-73.9376068115234
1063136,500,WEST 174 STREET,10033,112,Manhattan,54,38,92,27,3.407407,40.8435897827148,-73.9346084594727
1063147,527,WEST  173 STREET,10032,112,Manhattan,9,0,9,3,3.0,40.8435592651367,-73.9355163574219
1063218,580,WEST 176 STREET,10033,112,Manhattan,195,4,199,31,6.419354,40.8456802368164,-73.9356231689453
1063324,655,WEST 160 STREET,10032,112,Manhattan,122,0,122,43,2.837209,40.8370780944824,-73.9456481933594
1063333,657,WEST 161 STREET,10032,112,Manhattan,98,1,99,49,2.020408,40.8376197814941,-73.9449920654297
1063334,667,WEST 161 STREET,10032,112,Manhattan,97,8,105,49,2.142857,40.837818145752,-73.9454727172852
1063338,656,WEST 162 STREET,10032,112,Manhattan,284,13,297,50,5.94,40.8379096984863,-73.9449081420898
1063416,705,WEST 170 STREET,10032,112,Manhattan,180,0,180,21,8.571428,40.8438491821289,-73.9419937133789
1063417,709,WEST  170 STREET,10032,112,Manhattan,143,2,145,21,6.904761,40.8439102172852,-73.9421463012695
1063490,650,WEST  172 STREET,10032,112,Manhattan,69,7,76,21,3.619047,40.8442497253418,-73.9403228759766
1063521,11,WADSWORTH AVENUE,10033,112,Manhattan,64,0,64,21,3.047619,40.8449401855469,-73.9381866455078
1063554,600,WEST 176 STREET,10033,112,Manhattan,72,0,72,22,3.272727,40.8460998535156,-73.9364929199219
1063643,568,WEST 182 STREET,10033,112,Manhattan,119,1,120,26,4.615384,40.8494911193848,-73.9328308105469
1063662,350,AUDUBON AVENUE,10033,112,Manhattan,50,0,50,15,3.333333,40.8497695922852,-73.9317932128906
1063692,564,WEST 183 STREET,10033,112,Manhattan,19,17,36,10,3.6,40.8499488830566,-73.9322280883789
1063712,2498,AMSTERDAM AVENUE,10033,112,Manhattan,14,0,14,3,4.666666,40.8498687744141,-73.9300231933594
1063825,460,AUDUBON AVENUE,10040,112,Manhattan,112,0,112,49,2.285714,40.8534088134766,-73.9292984008789
1063856,510,WEST 190 STREET,10040,112,Manhattan,105,0,105,44,2.386363,40.8538208007813,-73.9276885986328
1063913,607,WEST 180 STREET,10033,112,Manhattan,74,0,74,21,3.523809,40.8491096496582,-73.9348220825195
1063940,620,WEST  182 STREET,10033,112,Manhattan,59,0,59,16,3.6875,40.8501091003418,-73.9343032836914
1063951,605,WEST  182 STREET,10033,112,Manhattan,167,0,167,22,7.590909,40.8502883911133,-73.9337387084961
1063983,633,WEST  185 STREET,10033,112,Manhattan,0,14,14,4,3.5,40.8522796630859,-73.9328994750977
1064093,82,WADSWORTH TERRACE,10040,112,Manhattan,164,0,164,42,3.904761,40.8569602966309,-73.9301986694336
1064506,407,WEST 205 STREET,10034,112,Manhattan,254,0,254,29,8.75862,40.8628692626953,-73.9185485839844
1064543,110,TERRACE VIEW AVENUE,10463,208,Bronx,83,0,83,19,4.368421,40.8763885498047,-73.9126892089844
