BIN,HOUSE_NUMBER,STREET_NAME,ZIP,COMM_DISTRICT,BOROUGH,HPD_VIOLATIONS,DOB_VIOLATIONS,TOTAL_VIOLATIONS,DWELLING_UNITS,VIO_UNITS_RATIO,LATITUDE_POINT_Y,LONGITUDE_POINT_X
2012205,2443,CAMBRELENG AVENUE,10458,206,Bronx,50,3,53,13,4.076923,40.8558197021484,-73.8846435546875
2012297,1980,BELMONT AVENUE,10457,206,Bronx,18,0,18,3,6.0,40.8464202880859,-73.8910827636719
2012300,1986,BELMONT AVENUE,10457,206,Bronx,21,0,21,3,7.0,40.8465995788574,-73.8909606933594
2012314,1978,BELMONT AVENUE,10457,206,Bronx,2,16,18,3,6.0,40.8463706970215,-73.89111328125
2012342,672,EAST 180 STREET,10457,206,Bronx,10,0,10,3,3.333333,40.8481712341309,-73.8894729614258
2012352,2104,HUGHES AVENUE,10457,206,Bronx,15,0,15,4,3.75,40.8490905761719,-73.8900680541992
2012389,2153,BELMONT AVENUE,10457,206,Bronx,23,0,23,3,7.666666,40.8501815795898,-73.8890686035156
2012528,2309,BEAUMONT AVENUE,10458,206,Bronx,12,0,12,3,4.0,40.852611541748,-73.8855209350586
2012546,689,EAST 187 STREET,10458,206,Bronx,50,0,50,6,8.333333,40.8544616699219,-73.8849029541016
2012605,701,EAST 189 STREET,10458,206,Bronx,33,0,33,6,5.5,40.8563117980957,-73.88330078125
2012633,731,EAST 178 STREET,10457,206,Bronx,13,0,13,3,4.333333,40.8456802368164,-73.8891067504883
2012656,2006,CROTONA AVENUE,10457,206,Bronx,10,0,10,3,3.333333,40.8469886779785,-73.8894271850586
2012667,2068,CROTONA AVENUE,10457,206,Bronx,9,0,9,3,3.0,40.8474502563477,-73.8890380859375
2012703,2117,CLINTON AVENUE,10457,206,Bronx,23,0,23,3,7.666666,40.8482093811035,-73.8876037597656
2012764,2162,CROTONA AVENUE,10457,206,Bronx,14,0,14,3,4.666666,40.8497581481934,-73.8867034912109
2012779,735,EAST 182 STREET,10457,206,Bronx,113,0,113,21,5.380952,40.8499984741211,-73.8854217529297
2012808,2284,BEAUMONT AVENUE,10457,206,Bronx,26,0,26,4,6.5,40.8516387939453,-73.8854522705078
2012835,2364,CROTONA AVENUE,10458,206,Bronx,21,0,21,3,7.0,40.8534698486328,-73.8835067749023
2012878,2323,CROTONA AVENUE,10458,206,Bronx,46,1,47,9,5.222222,40.8528594970703,-73.8844604492188
2012920,2425,CROTONA AVENUE,10458,206,Bronx,72,15,87,5,17.4,40.8548316955566,-73.8834686279297
2012926,2411,CROTONA AVENUE,10458,206,Bronx,0,25,25,4,6.25,40.8543815612793,-73.8836898803711
2012949,817,EAST 178 STREET,10460,206,Bronx,98,0,98,43,2.279069,40.8443794250488,-73.8863677978516
2012951,1967,MARMION AVENUE,10460,206,Bronx,196,1,197,73,2.69863,40.8438491821289,-73.886833190918
2013000,2136,MAPES AVENUE,10460,206,Bronx,62,0,62,20,3.1,40.8475608825684,-73.88427734375
2013028,2297,SOUTHERN BOULEVARD,10460,206,Bronx,67,0,67,3,22.333333,40.8505706787109,-73.8828430175781
2013064,2440,PROSPECT AVENUE,10458,206,Bronx,31,25,56,3,18.666666,40.8547286987305,-73.8818969726563
2013224,2077,VYSE AVENUE,10460,206,Bronx,31,0,31,9,3.444444,40.843448638916,-73.881233215332
2013309,2101,WEBSTER AVENUE,10457,205,Bronx,12,0,12,4,3.0,40.8527717590332,-73.8982086181641
2013318,363,EAST 180 STREET,10457,205,Bronx,37,0,37,9,4.111111,40.8521194458008,-73.8985824584961
2013321,2240,TIEBOUT AVENUE,10457,205,Bronx,257,0,257,57,4.508771,40.8555793762207,-73.897590637207
2013330,386,EAST 184 STREET,10458,205,Bronx,62,0,62,3,20.666666,40.856819152832,-73.8959503173828
2013532,2098,RYER AVENUE,10457,205,Bronx,47,0,47,3,15.666666,40.8533401489258,-73.9003982543945
2013642,217,EAST BURNSIDE AVENUE,10457,205,Bronx,21,0,21,3,7.0,40.8521308898926,-73.9027328491211
2013678,261,EAST BURNSIDE AVENUE,10457,205,Bronx,70,0,70,20,3.5,40.8516807556152,-73.9022064208984
2013692,2100,ANTHONY AVENUE,10457,205,Bronx,115,0,115,56,2.053571,40.8537788391113,-73.9011993408203
2013703,213,EAST 181 STREET,10457,205,Bronx,116,1,117,39,3.0,40.8546295166016,-73.9009094238281
2013714,2183,RYER AVENUE,10457,205,Bronx,39,0,39,3,13.0,40.8550186157227,-73.9002380371094
2013721,2250,GRAND CONCOURSE,10457,205,Bronx,111,10,121,22,5.5,40.8565101623535,-73.8999328613281
2013724,2270,GRAND CONCOURSE,10457,205,Bronx,81,1,82,41,2.0,40.8570785522461,-73.8996276855469
2013969,2160,WALTON AVENUE,10453,205,Bronx,196,0,196,48,4.083333,40.8555908203125,-73.9042129516602
2013995,2263,MORRIS AVENUE,10453,205,Bronx,152,0,152,33,4.60606,40.8576889038086,-73.9024963378906
2014025,2440,WALTON AVENUE,10468,205,Bronx,49,1,50,16,3.125,40.8618087768555,-73.9004364013672
2014174,2109,DAVIDSON AVENUE,10453,205,Bronx,0,11,11,3,3.666666,40.8557395935059,-73.907096862793
2014175,2107,DAVIDSON AVENUE,10453,205,Bronx,0,10,10,3,3.333333,40.8556709289551,-73.9071502685547
2014179,2099,DAVIDSON AVENUE,10453,205,Bronx,0,13,13,4,3.25,40.8554382324219,-73.907356262207
2014205,2205,DAVIDSON AVENUE,10453,205,Bronx,142,6,148,49,3.020408,40.8576889038086,-73.9057998657227
2014233,2290,DAVIDSON AVENUE,10468,207,Bronx,156,3,159,55,2.890909,40.8590393066406,-73.9043121337891
2014282,2349,JEROME AVENUE,10468,207,Bronx,34,1,35,3,11.666666,40.8599395751953,-73.9032821655273
2014283,2347,JEROME AVENUE,10468,207,Bronx,45,10,55,3,18.333333,40.8598899841309,-73.9033126831055
2014358,2490,DAVIDSON AVENUE,10468,207,Bronx,93,1,94,36,2.611111,40.8637390136719,-73.9012069702148
2014359,20,WEST 190 STREET,10468,207,Bronx,105,0,105,37,2.837837,40.8639183044434,-73.9010696411133
2014402,2615,JEROME AVENUE,10468,207,Bronx,80,0,80,26,3.076923,40.8664093017578,-73.898681640625
2014484,74,CLINTON PLACE,10453,205,Bronx,11,0,11,3,3.666666,40.8572616577148,-73.908203125
2014497,61,WEST 181 STREET,10453,205,Bronx,14,0,14,4,3.5,40.8567810058594,-73.9076919555664
2014603,2328,UNIVERSITY AVENUE,10468,207,Bronx,266,0,266,11,24.181818,40.8614196777344,-73.9056930541992
2014610,2352,UNIVERSITY AVENUE,10468,207,Bronx,116,0,116,9,12.888888,40.8620986938477,-73.9050827026367
2014627,2426,UNIVERSITY AVENUE,10468,207,Bronx,61,1,62,11,5.636363,40.8634986877441,-73.903923034668
2014649,2512,UNIVERSITY AVENUE,10468,207,Bronx,78,0,78,24,3.25,40.8655204772949,-73.9027328491211
2014745,2305,UNIVERSITY AVENUE,10468,207,Bronx,392,4,396,54,7.333333,40.8612594604492,-73.9066772460938
2014897,1905,ANDREWS AVENUE,10453,205,Bronx,55,0,55,12,4.583333,40.8542213439941,-73.913932800293
2015029,1932,HENNESSY PLACE,10453,205,Bronx,31,0,31,5,6.2,40.8551483154297,-73.9148483276367
2015045,1915,LORING PLACE,10453,205,Bronx,9,0,9,3,3.0,40.8544692993164,-73.9147262573242
2015099,2241,SEDGWICK AVENUE,10468,207,Bronx,11,0,11,3,3.666666,40.8609504699707,-73.9108734130859
2015373,2776,SEDGWICK AVENUE,10468,208,Bronx,0,13,13,4,3.25,40.8713188171387,-73.9020233154297
2015418,2856,WEBB AVENUE,10468,208,Bronx,116,16,132,25,5.28,40.8733901977539,-73.9003295898438
2015936,3071,HEATH AVENUE,10463,208,Bronx,107,0,107,43,2.488372,40.8778190612793,-73.9018325805664
2016064,3840,ORLOFF AVENUE,10463,208,Bronx,114,4,118,57,2.070175,40.8836288452148,-73.8962936401367
2016218,3801,REVIEW PLACE,10463,208,Bronx,178,0,178,25,7.12,40.8850593566895,-73.8998870849609
2016226,3805,REVIEW PLACE,10463,208,Bronx,168,0,168,26,6.461538,40.8851890563965,-73.8998336791992
2016335,2600,DECATUR AVENUE,10458,207,Bronx,39,0,39,11,3.545454,40.8630294799805,-73.890380859375
2016405,391,EAST 198 STREET,10458,207,Bronx,14,4,18,4,4.5,40.8664093017578,-73.885986328125
2016592,2572,BAINBRIDGE AVENUE,10458,207,Bronx,15,2,17,3,5.666666,40.8632698059082,-73.8925933837891
2016602,2565,MARION AVENUE,10458,207,Bronx,147,0,147,38,3.868421,40.8630218505859,-73.8924102783203
2016685,2795,MARION AVENUE,10458,207,Bronx,16,0,16,3,5.333333,40.8671798706055,-73.8874130249023
2016783,2570,BRIGGS AVENUE,10458,207,Bronx,67,17,84,38,2.210526,40.8634910583496,-73.8934478759766
2016844,2674,BRIGGS AVENUE,10458,207,Bronx,0,58,58,3,19.333333,40.8657608032227,-73.8918685913086
2016916,276,EAST 199 STREET,10458,207,Bronx,35,0,35,11,3.181818,40.8697090148926,-73.8868865966797
2017092,240,EAST  199 STREET,10458,207,Bronx,180,0,180,47,3.829787,40.8702507019043,-73.8875885009766
2017095,2873,BRIGGS AVENUE,10458,207,Bronx,19,0,19,5,3.8,40.8699417114258,-73.8881301879883
2017222,261,EAST  201 STREET,10458,207,Bronx,89,0,89,21,4.238095,40.8722915649414,-73.8847503662109
2017373,176,EAST 206 STREET,10458,207,Bronx,23,0,23,3,7.666666,40.8756294250488,-73.884651184082
2017399,116,EAST MOSHOLU PARKWAY SOUTH,10458,207,Bronx,109,14,123,59,2.084745,40.8760681152344,-73.8837432861328
2017639,3071,VILLA AVENUE,10468,207,Bronx,0,12,12,3,4.0,40.8738403320313,-73.8883972167969
2017686,3440,GATES PLACE,10467,207,Bronx,95,1,96,43,2.232558,40.8827705383301,-73.8833770751953
2017870,3066,WEBSTER AVENUE,10467,207,Bronx,14,0,14,3,4.666666,40.8700904846191,-73.8780288696289
2017878,414,EAST 204 STREET,10467,207,Bronx,168,1,169,54,3.129629,40.870491027832,-73.8766479492188
2017885,3080,DECATUR AVENUE,10467,207,Bronx,1,10,11,3,3.666666,40.8710289001465,-73.8784103393555
2017910,353,EAST MOSHOLU PARKWAY NORT,10467,207,Bronx,82,0,82,26,3.153846,40.871208190918,-73.8799667358398
2017938,3050,PERRY AVENUE,10467,207,Bronx,93,0,93,37,2.513513,40.8722915649414,-73.8796234130859
2018015,179,EAST MOSHOLU PARKWAY NORTH,10467,207,Bronx,45,0,45,6,7.5,40.8752708435059,-73.8811569213867
2018304,3156,PERRY AVENUE,10467,207,Bronx,156,0,156,51,3.058823,40.8738594055176,-73.8774185180664
2018381,3324,PERRY AVENUE,10467,207,Bronx,16,0,16,4,4.0,40.8776092529297,-73.8745727539063
2018607,3342,DECATUR AVENUE,10467,207,Bronx,22,0,22,3,7.333333,40.8775901794434,-73.872673034668
2019148,272,EAST 237 STREET,10470,212,Bronx,62,1,63,17,3.705882,40.8986587524414,-73.8682098388672
2021448,1825,LACOMBE AVENUE,10473,209,Bronx,45,0,45,5,9.0,40.8153305053711,-73.8611602783203
2021710,1756,SEWARD AVENUE,10473,209,Bronx,9,3,12,3,4.0,40.8186187744141,-73.8653335571289
2021745,636,COMMONWEALTH AVENUE,10473,209,Bronx,10,0,10,3,3.333333,40.8178901672363,-73.8647232055664
2021979,737,NOBLE AVENUE,10473,209,Bronx,9,0,9,3,3.0,40.8198699951172,-73.8677368164063
2022024,1757,SEWARD AVENUE,10473,209,Bronx,26,0,26,5,5.2,40.8190994262695,-73.8654403686523
2022082,1773,SEWARD AVENUE,10473,209,Bronx,0,52,52,3,17.333333,40.8192100524902,-73.8646087646484
2023431,1050,WHEELER AVENUE,10472,209,Bronx,148,1,149,59,2.525423,40.8252983093262,-73.8790664672852
2023435,1041,ELDER AVENUE,10472,209,Bronx,48,0,48,5,9.6,40.8250999450684,-73.8786468505859
2023437,1037,ELDER AVENUE,10472,209,Bronx,32,0,32,5,6.4,40.8249702453613,-73.8786163330078
2023458,1024,ELDER AVENUE,10472,209,Bronx,28,0,28,5,5.6,40.8247108459473,-73.8779830932617
2023510,1019,WARD AVENUE,10472,209,Bronx,23,0,23,3,7.666666,40.8244094848633,-73.876579284668
2023522,1040,WARD AVENUE,10472,209,Bronx,9,0,9,3,3.0,40.8252296447754,-73.8761901855469
2023526,1048,WARD AVENUE,10472,209,Bronx,14,0,14,3,4.666666,40.8255004882813,-73.8762512207031
2023544,1039,MANOR AVENUE,10472,209,Bronx,16,0,16,4,4.0,40.8252792358398,-73.8758163452148
2023546,1035,MANOR AVENUE,10472,209,Bronx,65,5,70,4,17.5,40.8251419067383,-73.8757934570313
2023548,1031,MANOR AVENUE,10472,209,Bronx,38,2,40,4,10.0,40.825008392334,-73.8757629394531
2023723,1173,COLGATE AVENUE,10472,209,Bronx,20,0,20,4,5.0,40.8278884887695,-73.8821563720703
2023810,1120,WHEELER AVENUE,10472,209,Bronx,13,0,13,4,3.25,40.826488494873,-73.8793487548828
2023829,1158,WHEELER AVENUE,10472,209,Bronx,14,0,14,4,3.5,40.8277702331543,-73.8796463012695
2023878,1115,BOYNTON AVENUE,10472,209,Bronx,14,1,15,4,3.75,40.8269004821777,-73.8781204223633
2023882,1107,BOYNTON AVENUE,10472,209,Bronx,12,0,12,4,3.0,40.8266296386719,-73.8780517578125
2023894,1136,BOYNTON AVENUE,10472,209,Bronx,24,0,24,4,6.0,40.8273506164551,-73.8776473999023
2024043,1145,FTELEY AVENUE,10472,209,Bronx,15,0,15,4,3.75,40.8283500671387,-73.8716430664063
2024051,1127,FTELEY AVENUE,10472,209,Bronx,36,0,36,4,9.0,40.827808380127,-73.8715133666992
2024053,1121,FTELEY AVENUE,10472,209,Bronx,21,0,21,4,5.25,40.8276710510254,-73.8714828491211
2024539,1144,WHITE PLAINS ROAD,10472,209,Bronx,52,0,52,4,13.0,40.8300590515137,-73.8610229492188
2024561,1115,VIRGINIA AVENUE,10472,209,Bronx,20,0,20,5,4.0,40.8289489746094,-73.8601226806641
2024702,1237,BEACH AVENUE,10472,209,Bronx,15,0,15,5,3.0,40.8309898376465,-73.8664474487305
2024712,1815,GLEASON AVENUE,10472,209,Bronx,9,0,9,3,3.0,40.8302307128906,-73.8652801513672
2024713,1813,GLEASON AVENUE,10472,209,Bronx,22,0,22,3,7.333333,40.8302192687988,-73.8653564453125
2024785,1838,WESTCHESTER AVENUE,10472,209,Bronx,63,0,63,4,15.75,40.8320693969727,-73.8646469116211
2024810,1849,GLEASON AVENUE,10472,209,Bronx,15,0,15,5,3.0,40.8304481506348,-73.8636932373047
2024956,1245,BRONX RIVER AVENUE,10472,209,Bronx,25,0,25,4,6.25,40.8297691345215,-73.8828735351563
2025056,1238,EVERGREEN AVENUE,10472,209,Bronx,90,4,94,4,23.5,40.8297882080078,-73.8810729980469
2025161,1533,WESTCHESTER AVENUE,10472,209,Bronx,156,1,157,10,15.7,40.8288993835449,-73.8786315917969
2025162,1531,WESTCHESTER AVENUE,10472,209,Bronx,97,0,97,10,9.7,40.8288917541504,-73.878776550293
2025543,1256,NOBLE AVENUE,10472,209,Bronx,47,0,47,4,11.75,40.8314895629883,-73.869873046875
2025544,1258,NOBLE AVENUE,10472,209,Bronx,0,23,23,4,5.75,40.8315582275391,-73.8698806762695
2026292,2124,CHATTERTON AVENUE,10472,209,Bronx,29,0,29,4,7.25,40.8278388977051,-73.8521728515625
2026314,2167,BRUCKNER BOULEVARD,10472,209,Bronx,0,11,11,3,3.666666,40.8277587890625,-73.8505935668945
2026319,2147,BRUCKNER BOULEVARD,10472,209,Bronx,24,8,32,4,8.0,40.8276786804199,-73.8511276245117
2026326,2133,BRUCKNER BOULEVARD,10472,209,Bronx,21,0,21,4,5.25,40.8275985717773,-73.8517532348633
2026478,2136,GLEASON AVENUE,10462,209,Bronx,10,0,10,3,3.333333,40.8315010070801,-73.852653503418
2027369,1310,WHEELER AVENUE,10472,209,Bronx,9,0,9,3,3.0,40.8314590454102,-73.8805236816406
2027393,1319,ELDER AVENUE,10472,209,Bronx,17,0,17,3,5.666666,40.8317413330078,-73.8802032470703
2027502,1310,STRATFORD AVENUE,10472,209,Bronx,9,8,17,4,4.25,40.832088470459,-73.8758926391602
2027506,1318,STRATFORD AVENUE,10472,209,Bronx,22,0,22,4,5.5,40.8323783874512,-73.8759536743164
2027507,1320,STRATFORD AVENUE,10472,209,Bronx,14,0,14,4,3.5,40.8324508666992,-73.8759689331055
2027571,1311,HARROD AVENUE,10472,209,Bronx,17,0,17,5,3.4,40.8323287963867,-73.8746185302734
2027761,1361,ROSEDALE AVENUE,10472,209,Bronx,29,1,30,6,5.0,40.834300994873,-73.8701477050781
2027831,1324,COMMONWEALTH AVENUE,10472,209,Bronx,0,12,12,3,4.0,40.8334999084473,-73.8683624267578
2027866,1302,ST LAWRENCE AVENUE,10472,209,Bronx,14,0,14,3,4.666666,40.8329582214355,-73.8672790527344
2028090,1425,CROES AVENUE,10472,209,Bronx,15,0,15,4,3.75,40.8354682922363,-73.8723297119141
2028274,1445,LELAND AVENUE,10460,209,Bronx,10,5,15,4,3.75,40.8367385864258,-73.8646469116211
2028281,1421,LELAND AVENUE,10460,209,Bronx,36,0,36,4,9.0,40.8360595703125,-73.8645401000977
2028427,1523,ROSEDALE AVENUE,10460,209,Bronx,24,0,24,3,8.0,40.838550567627,-73.8703765869141
2028505,1495,BEACH AVENUE,10460,209,Bronx,12,0,12,3,4.0,40.8377914428711,-73.8675918579102
2028507,1489,BEACH AVENUE,10460,209,Bronx,17,0,17,5,3.4,40.8375816345215,-73.8675689697266
2028526,1528,ROSEDALE AVENUE,10460,209,Bronx,12,6,18,3,6.0,40.8388404846191,-73.8697967529297
2028527,1530,ROSEDALE AVENUE,10460,209,Bronx,18,0,18,3,6.0,40.8389015197754,-73.8697967529297
2041402,2224,LYON AVENUE,10462,210,Bronx,47,0,47,13,3.615384,40.8356285095215,-73.8507766723633
2041847,2512,TRATMAN AVENUE,10461,210,Bronx,198,3,201,62,3.241935,40.8393592834473,-73.8447875976563
2041921,1526,OVERING STREET,10461,210,Bronx,0,11,11,3,3.666666,40.8414192199707,-73.8460235595703
2042055,1713,ZEREGA AVENUE,10462,210,Bronx,53,0,53,7,7.571428,40.8399810791016,-73.8517684936523
2042268,2437,LYVERE STREET,10461,210,Bronx,164,2,166,43,3.860465,40.8422889709473,-73.8525238037109
2042428,1123,EAST TREMONT AVENUE,10460,206,Bronx,16,21,37,3,12.333333,40.8401412963867,-73.8762435913086
2042528,1731,VAN BUREN STREET,10460,211,Bronx,28,0,28,3,9.333333,40.8417892456055,-73.8711013793945
2042547,1720,ADAMS STREET,10460,211,Bronx,24,1,25,3,8.333333,40.8411903381348,-73.8709182739258
2042634,1723,TAYLOR AVENUE,10460,211,Bronx,21,0,21,7,3.0,40.8424301147461,-73.8694610595703
2042638,1711,TAYLOR AVENUE,10460,211,Bronx,14,0,14,3,4.666666,40.8422088623047,-73.8692169189453
2042714,1641,MELVILLE STREET,10460,211,Bronx,20,0,20,5,4.0,40.8411903381348,-73.8692932128906
2042757,1607,TAYLOR AVENUE,10460,211,Bronx,18,0,18,3,6.0,40.8408203125,-73.8677368164063
2042766,1609,TAYLOR AVENUE,10460,211,Bronx,19,0,19,3,6.333333,40.8408508300781,-73.8677825927734
2042806,1632,TAYLOR AVENUE,10460,211,Bronx,12,0,12,4,3.0,40.8416290283203,-73.8678894042969
2042835,622,MEAD STREET,10460,211,Bronx,16,0,16,3,5.333333,40.8422508239746,-73.8665237426758
2042867,608,VAN NEST AVENUE,10460,211,Bronx,19,0,19,4,4.75,40.842529296875,-73.8675003051758
2043579,1848,HOLLAND AVENUE,10462,211,Bronx,10,0,10,3,3.333333,40.8470611572266,-73.8645782470703
2047221,1933,MAYFLOWER AVENUE,10461,210,Bronx,35,0,35,5,7.0,40.8505401611328,-73.8341827392578
2049141,2031,TOMLINSON AVENUE,10461,211,Bronx,12,5,17,4,4.25,40.8545608520508,-73.856201171875
2049389,2190,BOLTON STREET,10462,211,Bronx,98,6,104,52,2.0,40.8560905456543,-73.8683776855469
2050093,2316,WALLACE AVENUE,10467,211,Bronx,124,0,124,33,3.757575,40.8602981567383,-73.8641662597656
2051679,977,MACE AVENUE,10469,211,Bronx,21,0,21,3,7.0,40.8633003234863,-73.8593063354492
2051705,2523,PAULDING AVENUE,10469,211,Bronx,31,1,32,7,4.571428,40.8638916015625,-73.8590087890625
2052115,2551,HERING AVENUE,10469,211,Bronx,0,138,138,3,46.0,40.8645210266113,-73.8541488647461
2053720,788,ARNOW AVENUE,10467,211,Bronx,189,0,189,55,3.436363,40.8675804138184,-73.8637390136719
2053737,2715,BARNES AVENUE,10467,211,Bronx,39,0,39,4,9.75,40.866081237793,-73.8637771606445
2053936,1060,ARNOW AVENUE,10469,211,Bronx,32,0,32,4,8.0,40.8674583435059,-73.8571472167969
2054801,725,ARNOW AVENUE,10467,211,Bronx,19,2,21,4,5.25,40.8681106567383,-73.8661117553711
2054893,809,ARNOW AVENUE,10467,211,Bronx,5,10,15,4,3.75,40.868049621582,-73.8628463745117
2055612,3046,HOLLAND AVENUE,10467,212,Bronx,62,0,62,13,4.76923,40.8709411621094,-73.8649368286133
2055638,3028,WALLACE AVENUE,10467,212,Bronx,9,0,9,3,3.0,40.8704605102539,-73.864013671875
2055662,805,ADEE AVENUE,10467,212,Bronx,43,0,43,4,10.75,40.8698692321777,-73.8631362915039
2055669,3018,BARNES AVENUE,10467,212,Bronx,19,0,19,4,4.75,40.8704490661621,-73.8630828857422
2055756,3038,BRONXWOOD AVENUE,10469,212,Bronx,34,2,36,7,5.142857,40.8707695007324,-73.8610382080078
2055849,3011,PAULDING AVENUE,10469,212,Bronx,37,0,37,7,5.285714,40.8699798583984,-73.8589019775391
2056251,3233,CRUGER AVENUE,10467,212,Bronx,34,0,34,3,11.333333,40.8723907470703,-73.8664093017578
2056279,768,SOUTH OAK DRIVE,10467,212,Bronx,20,0,20,3,6.666666,40.8720092773438,-73.8644027709961
2056280,3209,WALLACE AVENUE,10467,212,Bronx,83,2,85,4,21.25,40.8718414306641,-73.8645401000977
2056856,3301,BARKER AVENUE,10467,212,Bronx,21,0,21,3,7.0,40.8733787536621,-73.8695678710938
2056937,3435,OLINVILLE AVENUE,10467,212,Bronx,99,26,125,54,2.314814,40.8763389587402,-73.8684234619141
2057080,3311,COLDEN AVENUE,10469,212,Bronx,18,0,18,5,3.6,40.8735084533691,-73.8596496582031
2057282,3560,OLINVILLE AVENUE,10467,212,Bronx,188,3,191,85,2.247058,40.8794288635254,-73.8671569824219
2057347,3643,OLINVILLE AVENUE,10467,212,Bronx,6,3,9,3,3.0,40.8810806274414,-73.8669586181641
2057729,739,TILDEN STREET,10467,212,Bronx,17,0,17,3,5.666666,40.8770484924316,-73.8630599975586
2057745,3550,HOLLAND AVENUE,10467,212,Bronx,11,1,12,4,3.0,40.8781204223633,-73.8638763427734
2057766,764,EAST 213 STREET,10467,212,Bronx,11,0,11,3,3.666666,40.8781585693359,-73.8624877929688
2057769,3535,BARNES AVENUE,10467,212,Bronx,11,18,29,3,9.666666,40.8779907226563,-73.861930847168
2057775,791,EAST 211 STREET,10467,212,Bronx,16,0,16,5,3.2,40.8777389526367,-73.8621292114258
2057803,3602,HOLLAND AVENUE,10467,212,Bronx,22,2,24,3,8.0,40.878849029541,-73.8635330200195
2057834,741,EAST 213 STREET,10467,212,Bronx,16,0,16,3,5.333333,40.8788604736328,-73.8632278442383
2057840,716,EAST 215 STREET,10467,212,Bronx,100,0,100,4,25.0,40.8801307678223,-73.8638229370117
2057916,729,EAST 215 STREET,10467,212,Bronx,92,5,97,3,32.333333,40.8804206848145,-73.8631973266602
2057977,756,EAST 217 STREET,10467,212,Bronx,12,0,12,3,4.0,40.8812789916992,-73.8615570068359
2058037,755,EAST 218 STREET,10467,212,Bronx,14,0,14,4,3.5,40.8824195861816,-73.8610229492188
2058054,711,EAST 218 STREET,10467,212,Bronx,11,0,11,3,3.666666,40.8828811645508,-73.8624572753906
2058244,3610,BARNES AVENUE,10467,212,Bronx,24,2,26,8,3.25,40.8787994384766,-73.8613586425781
2058249,826,EAST 214 STREET,10467,212,Bronx,13,0,13,4,3.25,40.878719329834,-73.8607330322266
2058258,854,EAST  214 STREET,10467,212,Bronx,36,0,36,3,12.0,40.8783798217773,-73.8596572875977
2058261,3603,BRONXWOOD AVENUE,10469,212,Bronx,35,0,35,5,7.0,40.8779792785645,-73.8594665527344
2058364,844,EAST 216 STREET,10467,212,Bronx,31,0,31,3,10.333333,40.8797988891602,-73.8595428466797
2058470,827,EAST 218 STREET,10467,212,Bronx,24,3,27,8,3.375,40.8818283081055,-73.8591766357422
2058575,829,EAST 220 STREET,10467,212,Bronx,25,0,25,3,8.333333,40.8832397460938,-73.8583831787109
2058637,836,EAST 222 STREET,10467,212,Bronx,17,0,17,3,5.666666,40.884090423584,-73.8575134277344
2058820,941,EAST  214 STREET,10469,212,Bronx,0,10,10,3,3.333333,40.8780288696289,-73.8571472167969
2058922,914,EAST 217 STREET,10469,212,Bronx,20,0,20,4,5.0,40.8799591064453,-73.8574066162109
2059344,3620,PAULDING AVENUE,10469,212,Bronx,19,11,30,3,10.0,40.8773612976074,-73.8562393188477
2059520,1005,EAST 217 STREET,10469,212,Bronx,19,0,19,4,4.75,40.8796501159668,-73.8549880981445
2059949,1303,NEEDHAM AVENUE,10469,212,Bronx,14,2,16,5,3.2,40.8781089782715,-73.8526306152344
2059954,1312,NEEDHAM AVENUE,10469,212,Bronx,14,0,14,3,4.666666,40.8779182434082,-73.8520126342773
2059991,1443,OAKLEY STREET,10469,212,Bronx,9,0,9,3,3.0,40.8798789978027,-73.8507385253906
2060182,1417,NEEDHAM AVENUE,10469,212,Bronx,13,0,13,3,4.333333,40.8789710998535,-73.8508911132813
2060678,3355,SEYMOUR AVENUE,10469,212,Bronx,12,1,13,4,3.25,40.8756408691406,-73.8490524291992
2060747,3349,FENTON AVENUE,10469,212,Bronx,48,7,55,3,18.333333,40.8754005432129,-73.8479080200195
2061697,1352,BURKE AVENUE,10469,212,Bronx,10,0,10,3,3.333333,40.8719100952148,-73.8473968505859
2061806,1425,EAST GUN HILL ROAD,10469,212,Bronx,9,0,9,3,3.0,40.8697090148926,-73.8441467285156
2062589,2962,WICKHAM AVENUE,10469,212,Bronx,41,6,47,3,15.666666,40.8707618713379,-73.8378982543945
2062830,3905,CARPENTER AVENUE,10466,212,Bronx,113,0,113,55,2.054545,40.8869400024414,-73.864631652832
2062853,3972,BRONX BOULEVARD,10466,212,Bronx,39,0,39,5,7.8,40.8888816833496,-73.8639831542969
2062933,3939,WHITE PLAINS ROAD,10466,212,Bronx,17,0,17,3,5.666666,40.8869094848633,-73.8613128662109
2062947,649,EAST 223 STREET,10466,212,Bronx,18,0,18,3,6.0,40.8871803283691,-73.8629531860352
2063036,662,EAST 226 STREET,10466,212,Bronx,23,0,23,3,7.666666,40.8887214660645,-73.8615036010742
2063075,687,EAST 226 STREET,10466,212,Bronx,28,0,28,4,7.0,40.8888816833496,-73.8605270385742
2063090,4036,LOWERRE PLACE,10466,212,Bronx,39,1,40,4,10.0,40.8897895812988,-73.8602600097656
2063115,4026,CARPENTER AVENUE,10466,212,Bronx,94,2,96,31,3.096774,40.8901786804199,-73.8622131347656
2063151,645,EAST 228 STREET,10466,212,Bronx,31,0,31,5,6.2,40.890739440918,-73.8610763549805
2063242,646,EAST 231 STREET,10466,212,Bronx,167,1,168,63,2.666666,40.8924293518066,-73.8600921630859
2063253,694,EAST 231 STREET,10466,212,Bronx,13,0,13,4,3.25,40.8919906616211,-73.8587112426758
